3/21/2012 11:37 AM
nDataPerSetPoint: 30
Pre-DC3 temperatue run with RAF probes 03-21-2012
Reference(C), Harco 708094A(Ohm), Harco 708094B(Ohm), Rosemount 2984(Ohm)
29.866024 	55.899364 	55.903518 	56.526749 
29.866024 	55.899363 	55.903515 	56.526779 
29.865996 	55.899362 	55.903512 	56.526778 
29.865956 	55.899358 	55.903507 	56.526735 
29.865918 	55.899350 	55.903497 	56.526733 
29.865866 	55.899338 	55.903484 	56.526693 
29.865823 	55.899327 	55.903474 	56.526651 
29.865822 	55.899316 	55.903462 	56.526624 
29.865845 	55.899307 	55.903458 	56.526631 
29.865829 	55.899309 	55.903460 	56.526675 
29.865801 	55.899305 	55.903455 	56.526721 
29.865798 	55.899300 	55.903454 	56.526726 
29.865789 	55.899297 	55.903451 	56.526692 
29.865763 	55.899298 	55.903449 	56.526690 
29.865725 	55.899294 	55.903441 	56.526722 
29.865679 	55.899282 	55.903428 	56.526753 
29.865658 	55.899275 	55.903419 	56.526732 
29.865653 	55.899269 	55.903417 	56.526722 
29.865682 	55.899276 	55.903429 	56.526686 
29.865741 	55.899293 	55.903445 	56.526642 
29.865833 	55.899309 	55.903459 	56.526608 
29.865833 	55.899328 	55.903476 	56.526572 
29.866045 	55.899345 	55.903494 	56.526551 
29.866125 	55.899363 	55.903512 	56.526559 
29.866207 	55.899377 	55.903523 	56.526570 
29.866283 	55.899388 	55.903537 	56.526581 
29.866321 	55.899398 	55.903546 	56.526583 
29.866321 	55.899401 	55.903548 	56.526551 
29.866325 	55.899398 	55.903547 	56.526523 
29.866330 	55.899396 	55.903544 	56.526514 
19.872849 	53.928274 	53.931018 	54.533420 
19.873036 	53.928311 	53.931053 	54.533434 
19.873229 	53.928347 	53.931090 	54.533460 
19.873409 	53.928379 	53.931121 	54.533500 
19.873554 	53.928402 	53.931144 	54.533540 
19.873554 	53.928428 	53.931167 	54.533567 
19.873781 	53.928450 	53.931189 	54.533589 
19.873885 	53.928469 	53.931209 	54.533617 
19.873988 	53.928489 	53.931229 	54.533647 
19.874134 	53.928517 	53.931257 	54.533671 
19.874292 	53.928547 	53.931285 	54.533697 
19.874428 	53.928575 	53.931315 	54.533729 
19.874567 	53.928600 	53.931340 	54.533764 
19.874697 	53.928627 	53.931365 	54.533731 
19.874817 	53.928651 	53.931388 	54.533738 
19.874922 	53.928676 	53.931410 	54.533751 
19.875036 	53.928696 	53.931430 	54.533768 
19.875142 	53.928713 	53.931448 	54.533785 
19.875248 	53.928731 	53.931467 	54.533760 
19.875248 	53.928752 	53.931492 	54.533778 
19.875491 	53.928774 	53.931513 	54.533806 
19.875622 	53.928793 	53.931532 	54.533834 
19.875742 	53.928814 	53.931557 	54.533807 
19.875893 	53.928837 	53.931583 	54.533821 
19.876035 	53.928863 	53.931605 	54.533838 
19.876126 	53.928883 	53.931626 	54.533856 
19.876184 	53.928897 	53.931636 	54.533892 
19.876230 	53.928900 	53.931640 	54.533898 
19.876239 	53.928900 	53.931638 	54.533908 
19.876216 	53.928895 	53.931633 	54.533882 
9.889283 	51.952980 	51.957439 	52.534893 
9.889326 	51.952991 	51.957449 	52.534948 
9.889326 	51.952996 	51.957454 	52.534977 
9.889313 	51.952999 	51.957457 	52.534997 
9.889305 	51.953000 	51.957457 	52.535026 
9.889294 	51.953005 	51.957462 	52.534972 
9.889316 	51.953013 	51.957470 	52.534961 
9.889359 	51.953024 	51.957481 	52.534931 
9.889428 	51.953042 	51.957502 	52.534903 
9.889428 	51.953066 	51.957529 	52.534910 
9.889700 	51.953097 	51.957559 	52.534916 
9.889871 	51.953134 	51.957596 	52.534912 
9.890059 	51.953174 	51.957635 	52.534918 
9.890247 	51.953214 	51.957673 	52.534967 
9.890418 	51.953246 	51.957703 	52.535067 
9.890579 	51.953269 	51.957723 	52.535142 
9.890676 	51.953287 	51.957738 	52.535217 
9.890735 	51.953304 	51.957753 	52.535282 
9.890779 	51.953319 	51.957769 	52.535337 
9.890872 	51.953337 	51.957785 	52.535402 
9.890978 	51.953353 	51.957802 	52.535485 
9.891079 	51.953368 	51.957815 	52.535556 
9.891167 	51.953386 	51.957834 	52.535612 
9.891281 	51.953405 	51.957854 	52.535666 
9.891381 	51.953424 	51.957870 	52.535726 
9.891474 	51.953441 	51.957888 	52.535750 
9.891577 	51.953457 	51.957905 	52.535826 
9.891666 	51.953471 	51.957917 	52.535857 
9.891769 	51.953486 	51.957931 	52.535881 
9.891769 	51.953502 	51.957947 	52.535895 
-0.100322 	49.970313 	49.977807 	50.530400 
-0.100199 	49.970345 	49.977838 	50.530440 
-0.100097 	49.970369 	49.977862 	50.530440 
-0.099994 	49.970390 	49.977883 	50.530463 
-0.099924 	49.970408 	49.977899 	50.530533 
-0.099899 	49.970418 	49.977909 	50.530567 
-0.099860 	49.970426 	49.977918 	50.530628 
-0.099801 	49.970433 	49.977925 	50.530653 
-0.099708 	49.970444 	49.977937 	50.530705 
-0.099708 	49.970457 	49.977954 	50.530764 
-0.099461 	49.970476 	49.977971 	50.530858 
-0.099309 	49.970498 	49.977997 	50.530974 
-0.099168 	49.970522 	49.978023 	50.531044 
-0.099168 	49.970553 	49.978053 	50.531023 
-0.099032 	49.970584 	49.978084 	50.531001 
-0.098773 	49.970609 	49.978110 	50.530983 
-0.098697 	49.970630 	49.978129 	50.530984 
-0.098638 	49.970645 	49.978144 	50.530972 
-0.098604 	49.970657 	49.978152 	50.531001 
-0.098564 	49.970665 	49.978160 	50.531018 
-0.098512 	49.970674 	49.978169 	50.531035 
-0.098467 	49.970686 	49.978179 	50.531018 
-0.098387 	49.970701 	49.978195 	50.531050 
-0.098297 	49.970717 	49.978212 	50.531077 
-0.098180 	49.970737 	49.978233 	50.531068 
-0.098180 	49.970758 	49.978254 	50.531111 
-0.097945 	49.970780 	49.978277 	50.531169 
-0.097899 	49.970799 	49.978292 	50.531190 
-0.097908 	49.970809 	49.978300 	50.531163 
-0.097913 	49.970811 	49.978304 	50.531163 
-10.084804 	47.982630 	47.993772 	48.521221 
-10.084704 	47.982645 	47.993787 	48.521261 
-10.084629 	47.982662 	47.993804 	48.521293 
-10.084540 	47.982682 	47.993823 	48.521306 
-10.084425 	47.982703 	47.993843 	48.521334 
