AABEE,-84.229656,34.034119,AABEE,-4.265
ABALE,-85.657106,30.142078,ABALE,-2.55333333
ABBEE,-85.503036,41.185684,ABBEE,-4.765
ABBET,-84.451309,31.866966,ABBET,-3.735
ABBEY,-85.964226,37.87038,ABBEY,-3.66666666
ABBIE,-87.567011,39.264464,ABBIE,-2.64166666
ABBIH,-84.417458,34.369314,ABBIH,-4.18833333
ABCEJ,-88.692483,33.275078,ABCEJ,-0.835
ABDAL,-80.276581,39.638638,ABDAL,-8.56166666
ABEBE,-86.133589,42.260831,ABEBE,-4.49
ABELE,-83.042639,43.165944,ABELE,-7.38166666
ABERZ,-82.477761,40.954433,ABERZ,-7.21666666
ABHOD,-84.051769,36.388539,ABHOD,-4.86666666
ABIDE,-85.322139,31.5272,ABIDE,-3.04833333
ABOHO,-86.601339,40.709144,ABOHO,-3.73333333
ABRAQ,-86.107803,40.348136,ABRAQ,-4.06666666
ABUFO,-83.294492,39.714328,ABUFO,-6.22166666
ABUNY,-86.808411,40.272564,ABUNY,-3.46666666
ABURN,-91.906736,34.984506,ABURN,1.3
ABURT,-94.697344,39.401411,ABURT,2.995
ABYES,-89.999675,32.137614,ABYES,0.23666666
ACAGU,-103.195264,36.816206,ACAGU,8.405
ACAPO,-81.805794,41.442689,ACAPO,-7.88333333
ACAPU,-81.628233,30.713197,ACAPU,-5.50666666
ACARA,-96.393075,33.949428,ACARA,4.39333333
ACATI,-83.795928,43.724183,ACATI,-6.91
ACAVA,-103.616533,38.047833,ACAVA,8.72666666
ACDIV,-89.927517,37.701492,ACDIV,-0.49666666
ACEDI,-88.939406,36.920639,ACEDI,-1.21
ACEMI,-90.190219,42.110019,ACEMI,-0.96
ACERI,-103.401586,38.048408,ACERI,8.61166666
ACERO,-103.212275,36.363286,ACERO,8.38
ACESI,-97.419194,37.428522,ACESI,4.99666666
ACETI,-81.873014,30.113944,ACETI,-5.21833333
ACETO,-85.006394,38.143067,ACETO,-4.53166666
ACIBE,-85.546619,40.846681,ACIBE,-4.66666666
ACIGO,-89.699036,38.234058,ACIGO,-0.75166666
ACISA,-85.392042,40.839397,ACISA,-4.775
ACIWY,-89.249394,38.164258,ACIWY,-1.09833333
ACIYU,-85.817361,39.826381,ACIYU,-4.19166666
ACKEG,-96.973592,42.436994,ACKEG,4.54833333
ACKLY,-91.877169,41.109406,ACKLY,0.60833333
ACKME,-97.677833,33.8475,ACKME,5.185
ACOCO,-91.233206,43.794108,ACOCO,-0.34666666
ACOKO,-97.08875,36.344214,ACOKO,4.72166666
ACOPA,-94.983617,38.341561,ACOPA,3.27166666
ACORN,-95.296817,31.922922,ACORN,3.76833333
ACOTI,-86.052492,40.674961,ACOTI,-4.205
ACOVO,-88.845883,33.341578,ACOVO,-0.73333333
ACPAP,-91.790661,43.187133,ACPAP,0.23833333
ACTIP,-94.735136,39.233831,ACTIP,3.035
ACTOR,-104.523111,39.755758,ACTOR,9.36333333
ACTRA,-84.128708,39.957422,ACTRA,-5.60666666
ACUBO,-97.354606,37.834211,ACUBO,4.94666666
ACUDI,-98.063769,34.665247,ACUDI,5.41833333
ACUFF,-96.608342,32.181506,ACUFF,4.56166666
ACUGI,-97.957022,34.278103,ACUGI,5.35333333
ACUHA,-97.645492,35.518992,ACUHA,5.15833333
ACUSE,-97.502983,38.1232,ACUSE,5.04333333
ACVEK,-97.684894,30.588817,ACVEK,5.2
ACZUP,-88.792278,32.130878,ACZUP,-0.645
ADADE,-86.114436,42.027847,ADADE,-4.45
ADAIR,-95.232167,36.465056,ADAIR,3.54333333
ADALE,-86.010992,42.853011,ADALE,-4.745
ADAME,-87.659033,41.969142,ADAME,-3.10833333
ADAMZ,-89.981769,43.942211,ADAMZ,-1.54666666
ADANE,-104.399047,38.915189,ADANE,9.18
ADAVE,-81.059483,33.790622,ADAVE,-6.57666666
ADAYA,-102.223989,32.140478,ADAYA,7.59666666
ADCOJ,-92.268614,42.131117,ADCOJ,0.79666666
ADCOM,-80.920703,33.732703,ADCOM,-6.63666666
ADDEY,-98.314756,40.867348,ADDEY,5.57
ADDIS,-96.764953,32.804522,ADDIS,4.645
ADDVL,-96.361231,33.371758,ADDVL,4.38666666
ADECI,-86.055936,40.841714,ADECI,-4.24
ADEDY,-99.294819,43.051406,ADEDY,6.26166666
ADEER,-101.0736,37.970993,ADEER,7.29666666
ADEKE,-96.752308,39.064281,ADEKE,4.505
ADEKY,-84.862344,31.082547,ADEKY,-3.27333333
ADELA,-97.236158,38.709911,ADELA,4.85166666
ADEMS,-96.748955,32.453751,ADEMS,4.64
ADENA,-81.542819,34.732992,ADENA,-6.40333333
ADERE,-89.382961,30.375294,ADERE,0.01
ADERR,-81.437701,30.273904,ADERR,-5.555
ADETE,-85.303478,34.895653,ADETE,-3.61833333
ADEVE,-82.834669,41.369764,ADEVE,-7.03
ADEWU,-103.323789,40.219411,ADEWU,8.74333333
ADEYO,-95.179297,43.338003,ADEYO,3.07333333
ADIAN,-89.507942,35.955953,ADIAN,-0.585
ADIKE,-90.261703,41.757046,ADIKE,-0.83833333
ADIME,-86.214308,41.95635,ADIME,-4.34666666
ADINE,-80.598069,37.650444,ADINE,-7.79
ADIXE,-96.416769,35.257264,ADIXE,4.37833333
ADLER,-89.804244,40.725564,ADLER,-1.05166666
ADMIT,-85.532172,34.686761,ADMIT,-3.40666666
ADOBE,-99.5657,34.6649,ADOBE,6.305
ADOFO,-88.2317,35.076878,ADOFO,-1.42833333
ADOKE,-93.133144,36.441036,ADOKE,2.06
ADOMS,-80.510075,32.715678,ADOMS,-6.71
ADOVE,-97.383897,35.441097,ADOVE,4.995
ADOWS,-97.914744,36.094636,ADOWS,5.32666666
ADOZO,-104.899342,36.405744,ADOZO,9.22
ADRAJ,-88.067219,30.534917,ADRAJ,-0.91833333
ADRIE,-83.113844,42.958278,ADRIE,-7.25833333
ADROW,-81.633764,39.193733,ADROW,-7.4
ADRUM,-98.65892,40.917969,ADRUM,5.81166666
ADUBY,-93.566361,41.599086,ADUBY,1.92833333
ADUPY,-84.173494,37.027311,ADUPY,-4.95
ADUWU,-97.590164,42.131983,ADUWU,5.02333333
ADVAY,-86.5239,39.922981,ADVAY,-3.63
ADVLL,-94.846703,30.105181,ADVLL,3.56666666
ADWEL,-85.971772,31.264328,ADWEL,-2.50833333
ADZAB,-83.627553,38.579986,ADZAB,-5.68166666
AEROS,-81.724494,40.492419,AEROS,-7.69833333
AFAGU,-86.301983,41.090014,AFAGU,-4.07
AFAJE,-93.848017,37.576222,AFAJE,2.49333333
AFAVO,-96.376408,42.474453,AFAVO,4.08833333
AFEBE,-89.736503,38.475664,AFEBE,-0.75666666
AFECU,-94.547061,41.976433,AFECU,2.68
AFECY,-85.127183,41.207569,AFECY,-5.08666666
AFELO,-99.901617,40.500617,AFELO,6.65
AFFAC,-94.503692,39.756514,AFFAC,2.82333333
AFFIC,-93.705686,42.060083,AFFIC,1.99333333
AFGUZ,-89.434397,39.167056,AFGUZ,-1.105
AFJEJ,-92.614594,31.403158,AFJEJ,2.08333333
AFKEZ,-95.065669,43.329797,AFKEZ,2.98166666
AFOJY,-83.294994,39.985044,AFOJY,-6.28833333
AFORD,-95.818129,36.310643,AFORD,3.95
AFRUH,-94.724972,31.443556,AFRUH,3.43333333
AFSIC,-98.532825,42.338114,AFSIC,5.71333333
AFSOQ,-104.749625,40.452436,AFSOQ,9.53833333
AFTEN,-82.533699,36.155922,AFTEN,-5.97833333
AFUWA,-98.953431,39.915247,AFUWA,6.01166666
AGACI,-85.801489,40.653886,AGACI,-4.39
AGAKE,-88.248044,38.777056,AGAKE,-2
AGAMA,-93.826825,32.60515,AGAMA,2.79833333
AGAZY,-104.13615,31.195614,AGAZY,8.395
AGBAS,-99.271153,34.53763,AGBAS,6.13166666
AGCAP,-80.630094,40.442911,AGCAP,-8.51833333
AGCOV,-89.827281,37.957511,AGCOV,-0.61166666
AGDOJ,-93.654931,37.800647,AGDOJ,2.335
AGEGE,-93.609772,33.549797,AGEGE,2.59666666
AGEKY,-98.124289,40.834314,AGEKY,5.43666666
AGELE,-86.721978,36.026981,AGELE,-2.73333333
AGENS,-92.349989,41.029542,AGENS,1.005
AGENT,-94.905639,39.610639,AGENT,3.13666666
AGEVE,-94.939383,30.627681,AGEVE,3.6
AGEXY,-96.408439,38.186958,AGEXY,4.29166666
AGGEE,-96.016161,30.328667,AGGEE,4.25333333
AGHAN,-100.900928,41.247125,AGHAN,7.32666666
AGHAP,-88.841367,38.334558,AGHAP,-1.45
AGKIP,-87.175822,38.167336,AGKIP,-2.755
AGLUY,-82.399572,31.333522,AGLUY,-5.08333333
AGMEQ,-82.396858,31.155561,AGMEQ,-5.05
AGNUC,-95.093353,35.377264,AGNUC,3.49833333
AGNUS,-89.754289,39.223003,AGNUS,-0.855
AGOKE,-96.589056,39.216353,AGOKE,4.385
AGOST,-83.666944,43.548889,AGOST,-6.97333333
AGOZE,-80.280373,34.067616,AGOZE,-7.17
AGRAS,-96.699875,35.355147,AGRAS,4.56
AGSAF,-86.600003,40.625764,AGSAF,-3.71666666
AGURY,-85.723081,36.029653,AGURY,-3.505
AGUVE,-81.246522,33.967806,AGUVE,-6.45166666
AGUYU,-86.816078,39.543297,AGUYU,-3.31
AGVOY,-92.130378,38.990747,AGVOY,1.065
AHAMU,-95.864267,34.702697,AHAMU,3.98166666
AHCIN,-80.095544,38.747622,AHCIN,-8.45166666
AHEFY,-80.495964,32.773008,AHEFY,-6.73166666
AHELU,-89.066614,30.515603,AHELU,-0.22333333
AHETU,-97.320522,36.470839,AHETU,4.94333333
AHHUJ,-101.864533,41.017292,AHHUJ,7.92666666
AHIQU,-89.919867,39.250564,AHIQU,-0.725
AHJUN,-81.41732,30.90275,AHJUN,-5.69333333
AHMED,-88.864525,41.497692,AHMED,-1.98
AHOFU,-100.687333,43.005936,AHOFU,7.24166666
AHOTI,-94.337219,43.880831,AHOTI,2.32166666
AHOTO,-94.890822,32.329961,AHOTO,3.49833333
AHOWU,-97.687272,35.789772,AHOWU,5.18333333
AHOYE,-88.962708,36.752193,AHOYE,-1.15
AHTIY,-80.384786,39.914403,AHTIY,-8.55666666
AHUFU,-102.018886,41.117294,AHUFU,8.02833333
AIABM,-85.508672,40.073178,AIABM,-4.50166666
AILEN,-93.585839,42.079978,AILEN,1.89333333
AILEY,-82.672234,32.29686,AILEY,-5.075
AIMES,-104.54729,40.587147,AIMES,9.45833333
AIRMN,-85.771611,32.522917,AIRMN,-2.85666666
AITBO,-96.162392,33.110861,AITBO,4.26833333
AJAAY,-84.307336,33.649514,AJAAY,-4.16
AJADI,-97.0858,40.683492,AJADI,4.695
AJAYS,-85.299442,40.579989,AJAYS,-4.79166666
AJBOJ,-92.486517,31.251978,AJBOJ,1.93666666
AJBOY,-96.197083,43.538069,AJBOY,3.88333333
AJBUF,-100.755714,40.086714,AJBUF,7.19
AJCIZ,-100.461689,41.006767,AJCIZ,7.03166666
AJDIF,-83.984664,42.963683,AJDIF,-6.52333333
AJEKU,-98.304242,34.392692,AJEKU,5.56166666
AJENE,-85.719678,39.356344,AJENE,-4.17
AJEPO,-90.082972,43.840014,AJEPO,-1.37333333
AJETU,-103.314458,32.725422,AJETU,8.15
AJFEF,-83.884944,41.740586,AJFEF,-6.265
AJIGE,-91.026047,35.918728,AJIGE,0.56166666
AJILO,-83.776372,37.174508,AJILO,-5.24833333
AJIMO,-92.256753,34.746594,AJIMO,1.57166666
AJIPO,-98.7951,39.590208,AJIPO,5.90333333
AJJIT,-82.890331,37.210594,AJJIT,-5.94166666
AJKAV,-89.687053,35.167906,AJKAV,-0.34833333
AJLAR,-84.430039,37.969222,AJLAR,-4.90666666
AJLIP,-86.350528,30.264911,AJLIP,-2.08333333
AJOXO,-86.390608,31.752892,AJOXO,-2.285
AJPAY,-85.131008,39.681353,AJPAY,-4.765
AJQUR,-92.087167,38.719144,AJQUR,1.06166666
