AJUBA,-90.589306,38.8818,AJUBA,-0.135
AKAHI,-93.097414,38.921272,AKAHI,1.82
AKALE,-83.786847,35.214606,AKALE,-4.83
AKALY,-90.111722,32.527972,AKALY,0.27166666
AKAPE,-92.763062,31.962725,AKAPE,2.14
AKARE,-93.326308,41.755083,AKARE,1.71666666
AKARY,-88.456825,36.607394,AKARY,-1.48333333
AKATE,-84.104433,39.786139,AKATE,-5.59666666
AKAYA,-97.473758,37.880828,AKAYA,5.02666666
AKAYI,-90.457164,33.970833,AKAYI,0.35833333
AKBAR,-88.048811,39.390956,AKBAR,-2.27
AKBEH,-84.697414,35.361169,AKBEH,-4.16666666
AKECA,-85.995906,39.732336,AKECA,-4.025
AKEEM,-95.146264,30.087472,AKEEM,3.74666666
AKEME,-84.881928,30.920742,AKEME,-3.23166666
AKENE,-93.776533,41.960986,AKENE,2.06
AKEPE,-83.565019,41.665003,AKEPE,-6.51
AKESE,-98.929025,35.3643,AKESE,5.945
AKETT,-90.224778,43.939575,AKETT,-1.33
AKEWS,-85.113383,41.039806,AKEWS,-5.05666666
AKGEF,-82.738711,41.631492,AKGEF,-7.20666666
AKGOS,-87.033436,33.148933,AKGOS,-2.03166666
AKICA,-85.852283,40.31895,AKICA,-4.27166666
AKIGE,-98.842442,42.600233,AKIGE,5.935
AKINS,-94.676315,35.467945,AKINS,3.20666666
AKIXY,-99.977503,31.580197,AKIXY,6.44666666
AKJAW,-96.380569,42.498085,AKJAW,4.09
AKLEY,-88.765364,39.877364,AKLEY,-1.76833333
AKONE,-84.465367,34.015467,AKONE,-4.08666666
AKOYU,-85.232797,35.556222,AKOYU,-3.795
AKPUC,-83.23855,39.942639,AKPUC,-6.32333333
AKSAR,-80.287394,40.160183,AKSAR,-8.7
AKTOP,-82.551958,41.565158,AKTOP,-7.31666666
AKTOY,-91.806064,43.073542,AKTOY,0.27
AKUFF,-86.633919,36.255556,AKUFF,-2.84
AKUME,-96.112739,34.929492,AKUME,4.19
AKUNA,-96.823139,33.450689,AKUNA,4.64833333
AKUYA,-85.556053,40.324694,AKUYA,-4.52
AKUYI,-97.707233,35.20215,AKUYI,5.19833333
AKYEP,-87.44565,39.287503,AKYEP,-2.745
AKYER,-86.312269,40.188872,AKYER,-3.86166666
AKZUB,-94.147586,39.561442,AKZUB,2.56833333
ALADE,-88.143972,40.468625,ALADE,-2.39166666
ALAGE,-90.96815,43.980622,ALAGE,-0.61333333
ALAKE,-88.469244,38.792944,ALAKE,-1.82333333
ALAND,-89.303972,40.232561,ALAND,-1.385
ALANE,-86.199789,31.258755,ALANE,-2.345
ALANS,-87.113172,30.781533,ALANS,-1.62333333
ALAWI,-96.626222,40.711147,ALAWI,4.35833333
ALBER,-86.327242,34.37275,ALBER,-2.75333333
ALBIN,-104.29409,41.467766,ALBIN,9.40333333
ALBRT,-92.228271,40.8414,ALBRT,0.92833333
ALBUN,-82.158956,37.852439,ALBUN,-6.65666666
ALCOR,-97.326347,36.396374,ALCOR,4.94833333
ALDOH,-81.300364,35.709217,ALDOH,-6.8
ALEBE,-99.097708,34.752956,ALEBE,6.035
ALECA,-88.47345,30.547692,ALECA,-0.63833333
ALECU,-90.557736,41.479278,ALECU,-0.54333333
ALEME,-83.030417,40.010072,ALEME,-6.50833333
ALEMY,-97.389225,41.673953,ALEMY,4.88833333
ALENK,-84.158492,39.122481,ALENK,-5.38333333
ALEPE,-86.647167,33.740106,ALEPE,-2.41
ALEXE,-89.278258,31.304225,ALEXE,-0.17166666
ALEXX,-97.742714,34.938633,ALEXX,5.22166666
ALFIE,-105.154967,40.079383,ALFIE,9.73
ALFRD,-86.583833,38.975583,ALFRD,-3.38666666
ALGER,-90.030869,30.137922,ALGER,0.47666666
ALGUM,-97.319739,37.444228,ALGUM,4.93
ALHAH,-91.740728,39.451281,ALHAH,0.70666666
ALHOS,-82.794267,37.467383,ALHOS,-6.075
ALIAS,-84.497947,39.743711,ALIAS,-5.255
ALICE,-87.936683,32.984431,ALICE,-1.34666666
ALIDE,-90.171583,35.147194,ALIDE,0.015
ALIGE,-90.835228,43.031533,ALIGE,-0.56333333
ALIGN,-97.04975,33.105603,ALIGN,4.81333333
ALIKE,-105.014469,39.855356,ALIKE,9.54666666
ALING,-89.513779,37.399059,ALING,-0.77833333
ALIYA,-91.40575,30.557553,ALIYA,1.355
ALIYO,-82.614847,41.452308,ALIYO,-7.23333333
ALIZI,-102.380856,31.923372,ALIZI,7.65666666
ALKID,-96.732529,33.089397,ALKID,4.62
ALKOA,-84.082206,35.74135,ALKOA,-4.755
ALLAM,-81.720175,41.482208,ALLAM,-7.96333333
ALLAN,-105.519256,40.422961,ALLAN,9.95833333
ALLCO,-80.0815,41.7385,ALLCO,-9.335
ALLFA,-90.281428,43.9388,ALLFA,-1.28
ALLIN,-97.056106,32.625794,ALLIN,4.82166666
ALLLN,-83.35775,42.406106,ALLLN,-6.89166666
ALLMO,-96.247803,31.93926,ALLMO,4.35
ALLOE,-87.178442,39.912125,ALLOE,-3.08666666
ALLOU,-89.286778,30.493381,ALLOU,-0.07
ALLYN,-102.675644,31.822478,ALLYN,7.79
ALMAA,-84.786028,43.32325,ALMAA,-5.93666666
ALMAS,-96.578606,39.037178,ALMAS,4.38333333
ALMND,-91.797742,35.702925,ALMND,1.15333333
ALMOW,-92.232817,34.903381,ALMOW,1.54
ALOCK,-93.428734,42.590088,ALOCK,1.70666666
ALOLY,-92.63995,39.600897,ALOLY,1.39833333
ALOON,-86.528361,32.070148,ALOON,-2.23333333
ALOPE,-93.566361,41.515714,ALOPE,1.93666666
ALOYI,-101.982981,36.809292,ALOYI,7.755
ALPHE,-84.509917,42.4359,ALPHE,-5.94166666
ALQOV,-89.222325,39.725072,ALQOV,-1.36666666
ALRAW,-90.863411,39.822083,ALRAW,-0.045
ALRIC,-86.877296,33.189365,ALRIC,-2.15333333
ALTOR,-97.410819,35.960489,ALTOR,5.00666666
ALTOS,-91.626572,32.423168,ALTOS,1.335
ALUCO,-82.610178,41.214742,ALUCO,-7.17
ALUWO,-85.610997,35.688044,ALUWO,-3.52833333
ALUYU,-83.414814,42.0028,ALUYU,-6.72833333
ALVAS,-81.599694,30.402033,ALVAS,-5.46666666
ALVIN,-83.070861,30.150119,ALVIN,-4.38333333
ALXAV,-94.488653,36.438725,ALXAV,2.95666666
ALXOZ,-97.708069,35.596975,ALXOZ,5.19833333
AMABE,-94.948217,42.171786,AMABE,2.985
AMAPO,-84.323303,32.083197,AMAPO,-3.83666666
AMATE,-84.339339,33.637469,AMATE,-4.11
AMAZE,-88.318547,43.939694,AMAZE,-2.97166666
AMBEE,-95.726364,30.884098,AMBEE,4.065
AMCOS,-83.267075,41.377936,AMCOS,-6.67833333
AMEGE,-99.397528,39.817236,AMEGE,6.305
AMEPE,-83.433964,36.459631,AMEPE,-5.35833333
AMIBE,-96.848475,38.947542,AMIBE,4.57666666
AMICY,-96.668464,37.899786,AMICY,4.48
AMIFA,-97.411811,40.045506,AMIFA,4.94666666
AMIKE,-93.914181,35.549664,AMIKE,2.67833333
AMIME,-97.854192,30.272258,AMIME,5.29333333
AMIPY,-82.989664,34.637156,AMIPY,-5.31
AMIVE,-86.082914,35.183483,AMIVE,-3.07666666
AMIVY,-97.945639,41.560811,AMIVY,5.29833333
AMLAV,-90.541211,32.6986,AMLAV,0.555
AMLAZ,-88.202333,35.259808,AMLAZ,-1.47666666
AMNIP,-100.313594,41.953383,AMNIP,6.95833333
AMOJO,-85.366828,35.397183,AMOJO,-3.66166666
AMOKE,-93.566361,41.649111,AMOKE,1.92166666
AMORY,-100.891325,35.78535,AMORY,7.095
AMOSE,-81.779094,40.844839,AMOSE,-7.73333333
AMOUR,-84.25225,39.688603,AMOUR,-5.45333333
AMPAR,-90.215394,30.097614,AMPAR,0.605
AMPOW,-84.094544,36.374997,AMPOW,-4.83166666
AMRST,-82.988833,41.24505,AMRST,-6.88166666
AMTAH,-98.165594,41.894875,AMTAH,5.45166666
AMUJE,-85.652617,34.967939,AMUJE,-3.36666666
AMUKE,-98.79847,38.782654,AMUKE,5.90166666
AMUPY,-104.466328,40.392624,AMUPY,9.37666666
AMUSE,-98.294189,30.456447,AMUSE,5.53333333
AMWAY,-103.183597,40.633297,AMWAY,8.695
AMXUX,-83.267908,41.958953,AMXUX,-6.83833333
ANACU,-83.6682,33.692331,ANACU,-4.61666666
ANAGE,-91.20185,43.086089,ANAGE,-0.255
ANARE,-97.197606,36.633669,ANARE,4.86166666
ANASY,-84.637219,35.043611,ANASY,-4.15166666
ANAYU,-85.853239,39.765464,ANAYU,-4.15
ANBUJ,-96.400072,43.496119,ANBUJ,4.04833333
ANDAL,-86.476672,31.262928,ANDAL,-2.14666666
ANDER,-85.601264,32.64275,ANDER,-3.00166666
ANDEY,-82.604161,39.976956,ANDEY,-6.84
ANDGO,-85.694914,38.463653,ANDGO,-4.00166666
ANDIN,-88.330206,42.123317,ANDIN,-2.56166666
ANDOA,-82.063611,41.275808,ANDOA,-7.62833333
ANDOZ,-92.440044,39.538544,ANDOZ,1.24833333
ANDUQ,-86.7316,38.330306,ANDUQ,-3.14166666
ANDYS,-81.14389,34.370834,ANDYS,-6.615
ANEBE,-99.242544,39.660011,ANEBE,6.20166666
ANEEL,-102.846036,32.393593,ANEEL,7.90833333
ANEGE,-88.656689,38.551317,ANEGE,-1.63333333
ANEKE,-105.303547,36.201961,ANEKE,9.38833333
ANEME,-98.773028,36.592681,ANEME,5.865
ANETY,-99.774222,32.575144,ANETY,6.36666666
ANEZI,-83.192417,41.122578,ANEZI,-6.67
ANFEH,-84.203469,33.16265,ANFEH,-4.12166666
ANGER,-90.421172,30.606328,ANGER,0.69166666
ANGIE,-80.013328,32.957839,ANGIE,-7.11333333
ANGLS,-85.516667,32.348681,ANGLS,-3.015
ANIFO,-94.438866,38.464741,ANIFO,2.86666666
ANIME,-97.10585,32.931642,ANIME,4.84833333
ANISY,-96.1251,41.683983,ANISY,3.93666666
ANIWU,-95.094442,35.200681,ANIWU,3.50666666
ANKEN,-93.593633,41.729572,ANKEN,1.93666666
ANKOR,-81.2038,31.859444,ANKOR,-6.03833333
ANKUW,-84.373681,35.013231,ANKUW,-4.345
ANLEY,-93.327722,43.244864,ANLEY,1.54333333
ANLIE,-97.178211,42.535275,ANLIE,4.7
ANMRI,-86.073417,39.980839,ANMRI,-4.015
ANNAN,-82.742775,33.458406,ANNAN,-5.25333333
ANNAY,-88.773567,40.443771,ANNAY,-1.86166666
ANNEE,-83.968264,39.883831,ANNEE,-5.71833333
ANNES,-104.69755,36.60928,ANNES,9.14333333
ANNNA,-97.379689,35.687058,ANNNA,4.99
ANNNE,-104.643539,39.544336,ANNNE,9.40666666
ANNOT,-92.328633,38.972792,ANNOT,1.22166666
ANNOX,-92.255992,31.331433,ANNOX,1.85166666
ANNTE,-84.927887,35.491085,ANNTE,-4.015
ANNTS,-83.7906,41.683564,ANNTS,-6.34166666
ANNYE,-83.911336,34.589558,ANNYE,-4.63166666
ANOKE,-99.025639,40.626139,ANOKE,6.06333333
ANOSA,-91.322356,42.110975,ANOSA,0.00333333
ANOSE,-89.19495,41.861142,ANOSE,-1.76666666
ANOVE,-83.487464,41.950536,ANOVE,-6.65333333
ANOXY,-102.53394,32.340107,ANOXY,7.75666666
ANPIY,-91.359025,32.900306,ANPIY,1.10666666
ANQUM,-94.89175,38.636683,ANQUM,3.18833333
ANTIE,-95.122256,32.147594,ANTIE,3.65166666
ANTIO,-81.064247,39.543457,ANTIO,-7.93333333
ANTON,-97.497833,38.451419,ANTON,5.035
ANTRI,-84.667586,39.319269,ANTRI,-5.01833333
ANTSY,-95.725153,38.211469,ANTSY,3.81166666
ANTTI,-86.818687,39.86964,ANTTI,-3.375
ANTUA,-86.923958,30.870944,ANTUA,-1.77
ANUCO,-86.450219,41.702333,ANUCO,-4.085
ANURE,-80.097942,32.978703,ANURE,-7.05833333
ANUYE,-80.162706,40.144947,ANUYE,-8.79
ANVAL,-84.235072,33.631714,ANVAL,-4.21
ANWAF,-86.740003,32.435858,ANWAF,-2.14833333
ANWEY,-85.801704,41.525269,ANWEY,-4.595
ANWOV,-95.741194,38.876286,ANWOV,3.79166666
ANWUM,-94.417108,33.062769,ANWUM,3.16
ANXUG,-85.7084,34.363283,ANXUG,-3.21666666
ANY37,-98.103988,36.543376,ANY37,5.445
ANY47,-98.086132,36.376992,ANY47,5.435
ANY68,-98.066647,36.194611,ANY68,5.42166666
APABE,-99.722811,37.035631,APABE,6.45666666
APACH,-98.398281,34.845631,APACH,5.62166666
APADY,-92.800125,41.788919,APADY,1.28166666
APALO,-86.859983,38.005706,APALO,-2.97833333
APAME,-86.627686,36.212458,APAME,-2.83833333
APAPE,-95.494775,33.657556,APAPE,3.83166666
APATY,-86.388453,36.27245,APATY,-3.035
APAYU,-103.395417,41.215317,APAYU,8.86333333
APCEX,-97.459444,30.662472,APCEX,5.07333333
APDOW,-100.730378,31.260381,APDOW,6.82
APENE,-93.562485,38.627598,APENE,2.2
APENY,-87.214181,39.385269,APENY,-2.95333333
APEPE,-85.961081,34.739856,APEPE,-3.09166666
APERE,-91.77875,32.320917,APERE,1.44833333
APESY,-82.98315,40.033128,APESY,-6.55166666
APEWO,-95.782872,43.899339,APEWO,3.52166666
APEZY,-96.929839,43.786278,APEZY,4.45166666
APIAN,-82.498522,33.6984,APIAN,-5.48166666
APIDE,-91.301525,39.549383,APIDE,0.34333333
APIJO,-93.9965,38.926669,APIJO,2.50333333
APIKY,-97.1309,41.035258,APIKY,4.71833333
APILE,-88.962119,41.924581,APILE,-1.97833333
APINE,-93.462914,34.168556,APINE,2.45666666
APIXY,-97.496808,40.097378,APIXY,5.005
APIYY,-84.486692,34.176992,APIYY,-4.1
APKEW,-87.173978,38.250747,APKEW,-2.77166666
APMEF,-89.347669,43.236161,APMEF,-1.90333333
APNOQ,-83.766464,43.014717,APNOQ,-6.72333333
APOME,-95.864858,34.697325,APOME,4.035
APOWE,-83.178256,33.673042,APOWE,-4.97666666
APOYA,-91.238678,30.328694,APOYA,1.265
APPIE,-85.982719,39.850831,APPIE,-4.06166666
APPIN,-93.682991,31.211113,APPIN,2.78833333
APQIT,-102.647278,32.581506,APQIT,7.82666666
APRAW,-80.903344,40.962786,APRAW,-8.45833333
APSCO,-93.802233,42.004003,APSCO,2.07666666
APSUW,-86.202456,35.459406,APSUW,-3.03333333
APTIF,-81.333625,33.160572,APTIF,-6.21666666
APTUW,-83.158053,32.1255,APTUW,-4.69
APUDY,-87.257431,37.683536,APUDY,-2.60333333
APUKE,-90.038053,36.953131,APUKE,-0.31
APULE,-83.202592,32.215897,APULE,-4.675
APVIW,-94.287528,39.817378,APVIW,2.655
APZIC,-96.459464,30.616933,APZIC,4.50333333
AQEKO,-92.529608,31.416567,AQEKO,2.02666666
AQFAV,-100.433219,40.325931,AQFAV,6.99166666
AQIMU,-101.482775,40.365914,AQIMU,7.65666666
AQNOJ,-87.844603,41.711714,AQNOJ,-2.89333333
AQOKU,-97.503856,35.212117,AQOKU,5.07166666
AQQUA,-82.52975,41.257017,AQQUA,-7.25833333
AQUAS,-88.919322,39.467714,AQUAS,-1.57166666
AQUIL,-97.774506,30.376509,AQUIL,5.25
AQUQU,-83.678692,30.240092,AQUQU,-3.97
AQXAT,-95.633256,32.275256,AQXAT,3.965
AQXOT,-101.375528,37.798908,AQXOT,7.465
AQZED,-104.346653,33.444758,AQZED,8.61333333
ARACI,-90.453564,41.419383,ARACI,-0.62166666
ARAFE,-91.21315,40.108933,ARAFE,0.2
ARAKE,-83.967919,39.867967,ARAKE,-5.72666666
ARAMY,-90.0761,43.887411,ARAMY,-1.39
ARAWO,-88.763078,43.447089,ARAWO,-2.465
ARBAS,-84.898772,39.968328,ARBAS,-4.98
ARBEE,-86.266899,34.145634,ARBEE,-2.76
