-105.1	39.9
-105.12	39.91
-105.15	39.93
-105.2	39.95
-105.2	40.01
-105.2	40.08
-105.2	40.12
-105.2	40.18
-104.59	41.36
-104.57	41.39
-104.55	41.41
-103.97	42.6
-103.89	42.64
-103.83	42.63
-103.8	42.57
-103.85	42.49
-103.94	42.46
-104.05	42.44
-104.56	41.41
-104.7	41.45
-104.68	41.56
-104.63	41.58
-104.53	41.59
-104.43	41.64
-103.97	42.6
-103.94	42.62
-103.89	42.61
-103.83	42.61
-103.83	42.55
-103.89	42.48
-104.05	42.44
-104.55	41.41
-104.58	41.81
-104.17	41.66
-104.12	41.66
-104.1	41.68
-104.12	41.71
-104.15	41.7
-104.18	41.72
-104.65	41.79
-104.61	41.8
-104.58	41.79
-104.59	41.76
-104.61	41.75
-104.63	41.72
-104.17	41.66
-104.12	41.65
-103.89	42.11
-103.86	42.13
-103.85	42.16
-104.39	42.31
-104.35	42.33
-104.3	42.31
-104.31	42.28
-104.34	42.27
-104.37	42.24
-103.84	42.18
-103.78	42.18
-103.76	42.22
-103.79	42.24
-103.83	42.24
-103.86	42.25
-104.4	42.28
-104.36	42.3
-104.33	42.32
-104.1	42.82
-104.02	42.81
-103.58	42.7
-103.52	42.68
-103.49	42.72
-103.53	42.74
-103.57	42.74
-103.6	42.75
-104.14	42.86
-104.1	42.89
-104.04	42.88
-104.05	42.84
-104.09	42.83
-104.12	42.79
-103.46	42.73
-103.49	42.68
-104.54	41.59
-104.46	41.75
-104.38	41.92
-104.3	42.08
-104.22	42.25
-104.15	42.4
-104.06	42.58
-103.99	42.72
-103.92	42.88
-103.85	43.03
-103.77	43.18
-103.7	43.33
-103.63	43.47
-103.56	43.61
-103.59	43.71
-103.7	43.75
-103.86	43.69
-103.91	43.58
-103.9	43.39
-103.87	43.22
-103.85	43.02
-104.97	40.97
-104.61	41.32
-105.2	40.18
-105.2	40.12
-105.2	40.08
-105.2	40.01
-105.2	39.95
-105.15	39.93
-105.12	39.91
-105.1	39.9
